infinitive,alias,group,mood,tense,layout,row_order,label,form,note_keys
être,etre,third,indicative,present,personal,1,je,suis,
être,etre,third,indicative,present,personal,2,tu,es,
être,etre,third,indicative,present,personal,3,il / elle / on,est,
être,etre,third,indicative,present,personal,4,nous,sommes,
être,etre,third,indicative,present,personal,5,vous,êtes,
être,etre,third,indicative,present,personal,6,ils / elles,sont,
être,etre,third,indicative,imperfect,personal,1,je,étais,
être,etre,third,indicative,imperfect,personal,2,tu,étais,
être,etre,third,indicative,imperfect,personal,3,il / elle / on,était,
être,etre,third,indicative,imperfect,personal,4,nous,étions,
être,etre,third,indicative,imperfect,personal,5,vous,étiez,
être,etre,third,indicative,imperfect,personal,6,ils / elles,étaient,
être,etre,third,indicative,passeCompose,personal,1,j',ai été,
être,etre,third,indicative,passeCompose,personal,2,tu,as été,
être,etre,third,indicative,passeCompose,personal,3,il / elle / on,a été,
être,etre,third,indicative,passeCompose,personal,4,nous,avons été,
être,etre,third,indicative,passeCompose,personal,5,vous,avez été,
être,etre,third,indicative,passeCompose,personal,6,ils / elles,ont été,
être,etre,third,indicative,plusQueParfait,personal,1,j',avais été,
être,etre,third,indicative,plusQueParfait,personal,2,tu,avais été,
être,etre,third,indicative,plusQueParfait,personal,3,il / elle / on,avait été,
être,etre,third,indicative,plusQueParfait,personal,4,nous,avions été,
être,etre,third,indicative,plusQueParfait,personal,5,vous,aviez été,
être,etre,third,indicative,plusQueParfait,personal,6,ils / elles,avaient été,
être,etre,third,indicative,passeSimple,personal,1,je,fus,
être,etre,third,indicative,passeSimple,personal,2,tu,fus,
être,etre,third,indicative,passeSimple,personal,3,il / elle / on,fut,
être,etre,third,indicative,passeSimple,personal,4,nous,fûmes,
être,etre,third,indicative,passeSimple,personal,5,vous,fûtes,
être,etre,third,indicative,passeSimple,personal,6,ils / elles,furent,
être,etre,third,indicative,futureSimple,personal,1,je,serai,
être,etre,third,indicative,futureSimple,personal,2,tu,seras,
être,etre,third,indicative,futureSimple,personal,3,il / elle / on,sera,
être,etre,third,indicative,futureSimple,personal,4,nous,serons,
être,etre,third,indicative,futureSimple,personal,5,vous,serez,
être,etre,third,indicative,futureSimple,personal,6,ils / elles,seront,
être,etre,third,indicative,futurAnterieur,personal,1,j',aurai été,
être,etre,third,indicative,futurAnterieur,personal,2,tu,auras été,
être,etre,third,indicative,futurAnterieur,personal,3,il / elle / on,aura été,
être,etre,third,indicative,futurAnterieur,personal,4,nous,aurons été,
être,etre,third,indicative,futurAnterieur,personal,5,vous,aurez été,
être,etre,third,indicative,futurAnterieur,personal,6,ils / elles,auront été,
être,etre,third,subjunctive,subjunctivePresent,personal,1,je,sois,
être,etre,third,subjunctive,subjunctivePresent,personal,2,tu,sois,
être,etre,third,subjunctive,subjunctivePresent,personal,3,il / elle / on,soit,
être,etre,third,subjunctive,subjunctivePresent,personal,4,nous,soyons,
être,etre,third,subjunctive,subjunctivePresent,personal,5,vous,soyez,
être,etre,third,subjunctive,subjunctivePresent,personal,6,ils / elles,soient,
être,etre,third,subjunctive,subjunctivePast,personal,1,j',aie été,
être,etre,third,subjunctive,subjunctivePast,personal,2,tu,aies été,
être,etre,third,subjunctive,subjunctivePast,personal,3,il / elle / on,ait été,
être,etre,third,subjunctive,subjunctivePast,personal,4,nous,ayons été,
être,etre,third,subjunctive,subjunctivePast,personal,5,vous,ayez été,
être,etre,third,subjunctive,subjunctivePast,personal,6,ils / elles,aient été,
être,etre,third,conditional,conditionalPresent,personal,1,je,serais,
être,etre,third,conditional,conditionalPresent,personal,2,tu,serais,
être,etre,third,conditional,conditionalPresent,personal,3,il / elle / on,serait,
être,etre,third,conditional,conditionalPresent,personal,4,nous,serions,
être,etre,third,conditional,conditionalPresent,personal,5,vous,seriez,
être,etre,third,conditional,conditionalPresent,personal,6,ils / elles,seraient,
être,etre,third,conditional,conditionalPast,personal,1,j',aurais été,
être,etre,third,conditional,conditionalPast,personal,2,tu,aurais été,
être,etre,third,conditional,conditionalPast,personal,3,il / elle / on,aurait été,
être,etre,third,conditional,conditionalPast,personal,4,nous,aurions été,
être,etre,third,conditional,conditionalPast,personal,5,vous,auriez été,
être,etre,third,conditional,conditionalPast,personal,6,ils / elles,auraient été,
être,etre,third,imperative,imperativePresent,personal,1,tu,sois,
être,etre,third,imperative,imperativePresent,personal,2,nous,soyons,
être,etre,third,imperative,imperativePresent,personal,3,vous,soyez,
être,etre,third,participle,presentParticiple,single,1,form,étant,
être,etre,third,participle,pastParticiple,single,1,form,été,
être,etre,third,infinitive,presentInfinitive,single,1,form,être,
être,etre,third,infinitive,pastInfinitive,single,1,form,avoir été,
être,etre,third,gerund,presentGerund,single,1,form,en étant,
être,etre,third,gerund,pastGerund,single,1,form,en ayant été,
avoir,avoir,third,indicative,present,personal,1,je,ai,
avoir,avoir,third,indicative,present,personal,2,tu,as,
avoir,avoir,third,indicative,present,personal,3,il / elle / on,a,
avoir,avoir,third,indicative,present,personal,4,nous,avons,
avoir,avoir,third,indicative,present,personal,5,vous,avez,
avoir,avoir,third,indicative,present,personal,6,ils / elles,ont,
avoir,avoir,third,indicative,imperfect,personal,1,je,avais,
avoir,avoir,third,indicative,imperfect,personal,2,tu,avais,
avoir,avoir,third,indicative,imperfect,personal,3,il / elle / on,avait,
avoir,avoir,third,indicative,imperfect,personal,4,nous,avions,
avoir,avoir,third,indicative,imperfect,personal,5,vous,aviez,
avoir,avoir,third,indicative,imperfect,personal,6,ils / elles,avaient,
avoir,avoir,third,indicative,passeCompose,personal,1,j',ai eu,
avoir,avoir,third,indicative,passeCompose,personal,2,tu,as eu,
avoir,avoir,third,indicative,passeCompose,personal,3,il / elle / on,a eu,
avoir,avoir,third,indicative,passeCompose,personal,4,nous,avons eu,
avoir,avoir,third,indicative,passeCompose,personal,5,vous,avez eu,
avoir,avoir,third,indicative,passeCompose,personal,6,ils / elles,ont eu,
avoir,avoir,third,indicative,plusQueParfait,personal,1,j',avais eu,
avoir,avoir,third,indicative,plusQueParfait,personal,2,tu,avais eu,
avoir,avoir,third,indicative,plusQueParfait,personal,3,il / elle / on,avait eu,
avoir,avoir,third,indicative,plusQueParfait,personal,4,nous,avions eu,
avoir,avoir,third,indicative,plusQueParfait,personal,5,vous,aviez eu,
avoir,avoir,third,indicative,plusQueParfait,personal,6,ils / elles,avaient eu,
avoir,avoir,third,indicative,passeSimple,personal,1,je,eus,
avoir,avoir,third,indicative,passeSimple,personal,2,tu,eus,
avoir,avoir,third,indicative,passeSimple,personal,3,il / elle / on,eut,
avoir,avoir,third,indicative,passeSimple,personal,4,nous,eûmes,
avoir,avoir,third,indicative,passeSimple,personal,5,vous,eûtes,
avoir,avoir,third,indicative,passeSimple,personal,6,ils / elles,eurent,
avoir,avoir,third,indicative,futureSimple,personal,1,je,aurai,
avoir,avoir,third,indicative,futureSimple,personal,2,tu,auras,
avoir,avoir,third,indicative,futureSimple,personal,3,il / elle / on,aura,
avoir,avoir,third,indicative,futureSimple,personal,4,nous,aurons,
avoir,avoir,third,indicative,futureSimple,personal,5,vous,aurez,
avoir,avoir,third,indicative,futureSimple,personal,6,ils / elles,auront,
avoir,avoir,third,indicative,futurAnterieur,personal,1,j',aurai eu,
avoir,avoir,third,indicative,futurAnterieur,personal,2,tu,auras eu,
avoir,avoir,third,indicative,futurAnterieur,personal,3,il / elle / on,aura eu,
avoir,avoir,third,indicative,futurAnterieur,personal,4,nous,aurons eu,
avoir,avoir,third,indicative,futurAnterieur,personal,5,vous,aurez eu,
avoir,avoir,third,indicative,futurAnterieur,personal,6,ils / elles,auront eu,
avoir,avoir,third,subjunctive,subjunctivePresent,personal,1,je,aie,
avoir,avoir,third,subjunctive,subjunctivePresent,personal,2,tu,aies,
avoir,avoir,third,subjunctive,subjunctivePresent,personal,3,il / elle / on,ait,
avoir,avoir,third,subjunctive,subjunctivePresent,personal,4,nous,ayons,
avoir,avoir,third,subjunctive,subjunctivePresent,personal,5,vous,ayez,
avoir,avoir,third,subjunctive,subjunctivePresent,personal,6,ils / elles,aient,
avoir,avoir,third,subjunctive,subjunctivePast,personal,1,j',aie eu,
avoir,avoir,third,subjunctive,subjunctivePast,personal,2,tu,aies eu,
avoir,avoir,third,subjunctive,subjunctivePast,personal,3,il / elle / on,ait eu,
avoir,avoir,third,subjunctive,subjunctivePast,personal,4,nous,ayons eu,
avoir,avoir,third,subjunctive,subjunctivePast,personal,5,vous,ayez eu,
avoir,avoir,third,subjunctive,subjunctivePast,personal,6,ils / elles,aient eu,
avoir,avoir,third,conditional,conditionalPresent,personal,1,je,aurais,
avoir,avoir,third,conditional,conditionalPresent,personal,2,tu,aurais,
avoir,avoir,third,conditional,conditionalPresent,personal,3,il / elle / on,aurait,
avoir,avoir,third,conditional,conditionalPresent,personal,4,nous,aurions,
avoir,avoir,third,conditional,conditionalPresent,personal,5,vous,auriez,
avoir,avoir,third,conditional,conditionalPresent,personal,6,ils / elles,auraient,
avoir,avoir,third,conditional,conditionalPast,personal,1,j',aurais eu,
avoir,avoir,third,conditional,conditionalPast,personal,2,tu,aurais eu,
avoir,avoir,third,conditional,conditionalPast,personal,3,il / elle / on,aurait eu,
avoir,avoir,third,conditional,conditionalPast,personal,4,nous,aurions eu,
avoir,avoir,third,conditional,conditionalPast,personal,5,vous,auriez eu,
avoir,avoir,third,conditional,conditionalPast,personal,6,ils / elles,auraient eu,
avoir,avoir,third,imperative,imperativePresent,personal,1,tu,aie,
avoir,avoir,third,imperative,imperativePresent,personal,2,nous,ayons,
avoir,avoir,third,imperative,imperativePresent,personal,3,vous,ayez,
avoir,avoir,third,participle,presentParticiple,single,1,form,ayant,
avoir,avoir,third,participle,pastParticiple,single,1,form,eu,
avoir,avoir,third,infinitive,presentInfinitive,single,1,form,avoir,
avoir,avoir,third,infinitive,pastInfinitive,single,1,form,avoir eu,
avoir,avoir,third,gerund,presentGerund,single,1,form,en ayant,
avoir,avoir,third,gerund,pastGerund,single,1,form,en ayant eu,
aller,aller,first,indicative,present,personal,1,je,vais,
aller,aller,first,indicative,present,personal,2,tu,vas,
aller,aller,first,indicative,present,personal,3,il / elle / on,va,
aller,aller,first,indicative,present,personal,4,nous,allons,
aller,aller,first,indicative,present,personal,5,vous,allez,
aller,aller,first,indicative,present,personal,6,ils / elles,vont,
aller,aller,first,indicative,imperfect,personal,1,je,allais,
aller,aller,first,indicative,imperfect,personal,2,tu,allais,
aller,aller,first,indicative,imperfect,personal,3,il / elle / on,allait,
aller,aller,first,indicative,imperfect,personal,4,nous,allions,
aller,aller,first,indicative,imperfect,personal,5,vous,alliez,
aller,aller,first,indicative,imperfect,personal,6,ils / elles,allaient,
aller,aller,first,indicative,passeCompose,personal,1,je,suis allé,
aller,aller,first,indicative,passeCompose,personal,2,tu,es allé,
aller,aller,first,indicative,passeCompose,personal,3,il / elle / on,est allé,
aller,aller,first,indicative,passeCompose,personal,4,nous,sommes allé,
aller,aller,first,indicative,passeCompose,personal,5,vous,êtes allé,
aller,aller,first,indicative,passeCompose,personal,6,ils / elles,sont allé,
aller,aller,first,indicative,plusQueParfait,personal,1,je,étais allé,
aller,aller,first,indicative,plusQueParfait,personal,2,tu,étais allé,
aller,aller,first,indicative,plusQueParfait,personal,3,il / elle / on,était allé,
aller,aller,first,indicative,plusQueParfait,personal,4,nous,étions allé,
aller,aller,first,indicative,plusQueParfait,personal,5,vous,étiez allé,
aller,aller,first,indicative,plusQueParfait,personal,6,ils / elles,étaient allé,
aller,aller,first,indicative,passeSimple,personal,1,je,allai,
aller,aller,first,indicative,passeSimple,personal,2,tu,allas,
aller,aller,first,indicative,passeSimple,personal,3,il / elle / on,alla,
aller,aller,first,indicative,passeSimple,personal,4,nous,allâmes,
aller,aller,first,indicative,passeSimple,personal,5,vous,allâtes,
aller,aller,first,indicative,passeSimple,personal,6,ils / elles,allèrent,
aller,aller,first,indicative,futureSimple,personal,1,je,irai,
aller,aller,first,indicative,futureSimple,personal,2,tu,iras,
aller,aller,first,indicative,futureSimple,personal,3,il / elle / on,ira,
aller,aller,first,indicative,futureSimple,personal,4,nous,irons,
aller,aller,first,indicative,futureSimple,personal,5,vous,irez,
aller,aller,first,indicative,futureSimple,personal,6,ils / elles,iront,
aller,aller,first,indicative,futurAnterieur,personal,1,je,serai allé,
aller,aller,first,indicative,futurAnterieur,personal,2,tu,seras allé,
aller,aller,first,indicative,futurAnterieur,personal,3,il / elle / on,sera allé,
aller,aller,first,indicative,futurAnterieur,personal,4,nous,serons allé,
aller,aller,first,indicative,futurAnterieur,personal,5,vous,serez allé,
aller,aller,first,indicative,futurAnterieur,personal,6,ils / elles,seront allé,
aller,aller,first,subjunctive,subjunctivePresent,personal,1,je,aille,
aller,aller,first,subjunctive,subjunctivePresent,personal,2,tu,ailles,
aller,aller,first,subjunctive,subjunctivePresent,personal,3,il / elle / on,aille,
aller,aller,first,subjunctive,subjunctivePresent,personal,4,nous,allions,
aller,aller,first,subjunctive,subjunctivePresent,personal,5,vous,alliez,
aller,aller,first,subjunctive,subjunctivePresent,personal,6,ils / elles,aillent,
aller,aller,first,subjunctive,subjunctivePast,personal,1,je,sois allé,
aller,aller,first,subjunctive,subjunctivePast,personal,2,tu,sois allé,
aller,aller,first,subjunctive,subjunctivePast,personal,3,il / elle / on,soit allé,
aller,aller,first,subjunctive,subjunctivePast,personal,4,nous,soyons allé,
aller,aller,first,subjunctive,subjunctivePast,personal,5,vous,soyez allé,
aller,aller,first,subjunctive,subjunctivePast,personal,6,ils / elles,soient allé,
aller,aller,first,conditional,conditionalPresent,personal,1,je,irais,
aller,aller,first,conditional,conditionalPresent,personal,2,tu,irais,
aller,aller,first,conditional,conditionalPresent,personal,3,il / elle / on,irait,
aller,aller,first,conditional,conditionalPresent,personal,4,nous,irions,
aller,aller,first,conditional,conditionalPresent,personal,5,vous,iriez,
aller,aller,first,conditional,conditionalPresent,personal,6,ils / elles,iraient,
aller,aller,first,conditional,conditionalPast,personal,1,je,serais allé,
aller,aller,first,conditional,conditionalPast,personal,2,tu,serais allé,
aller,aller,first,conditional,conditionalPast,personal,3,il / elle / on,serait allé,
aller,aller,first,conditional,conditionalPast,personal,4,nous,serions allé,
aller,aller,first,conditional,conditionalPast,personal,5,vous,seriez allé,
aller,aller,first,conditional,conditionalPast,personal,6,ils / elles,seraient allé,
aller,aller,first,imperative,imperativePresent,personal,1,tu,va,
aller,aller,first,imperative,imperativePresent,personal,2,nous,allons,
aller,aller,first,imperative,imperativePresent,personal,3,vous,allez,
aller,aller,first,participle,presentParticiple,single,1,form,allant,
aller,aller,first,participle,pastParticiple,single,1,form,allé,
aller,aller,first,infinitive,presentInfinitive,single,1,form,aller,
aller,aller,first,infinitive,pastInfinitive,single,1,form,être allé,
aller,aller,first,gerund,presentGerund,single,1,form,en allant,
aller,aller,first,gerund,pastGerund,single,1,form,en étant allé,
faire,faire,third,indicative,present,personal,1,je,fais,
faire,faire,third,indicative,present,personal,2,tu,fais,
faire,faire,third,indicative,present,personal,3,il / elle / on,fait,
faire,faire,third,indicative,present,personal,4,nous,faisons,
faire,faire,third,indicative,present,personal,5,vous,faites,
faire,faire,third,indicative,present,personal,6,ils / elles,font,
faire,faire,third,indicative,imperfect,personal,1,je,faisais,
faire,faire,third,indicative,imperfect,personal,2,tu,faisais,
faire,faire,third,indicative,imperfect,personal,3,il / elle / on,faisait,
faire,faire,third,indicative,imperfect,personal,4,nous,faisions,
faire,faire,third,indicative,imperfect,personal,5,vous,faisiez,
faire,faire,third,indicative,imperfect,personal,6,ils / elles,faisaient,
faire,faire,third,indicative,passeCompose,personal,1,j',ai fait,
faire,faire,third,indicative,passeCompose,personal,2,tu,as fait,
faire,faire,third,indicative,passeCompose,personal,3,il / elle / on,a fait,
faire,faire,third,indicative,passeCompose,personal,4,nous,avons fait,
faire,faire,third,indicative,passeCompose,personal,5,vous,avez fait,
faire,faire,third,indicative,passeCompose,personal,6,ils / elles,ont fait,
faire,faire,third,indicative,plusQueParfait,personal,1,j',avais fait,
faire,faire,third,indicative,plusQueParfait,personal,2,tu,avais fait,
faire,faire,third,indicative,plusQueParfait,personal,3,il / elle / on,avait fait,
faire,faire,third,indicative,plusQueParfait,personal,4,nous,avions fait,
faire,faire,third,indicative,plusQueParfait,personal,5,vous,aviez fait,
faire,faire,third,indicative,plusQueParfait,personal,6,ils / elles,avaient fait,
faire,faire,third,indicative,passeSimple,personal,1,je,fis,
faire,faire,third,indicative,passeSimple,personal,2,tu,fis,
faire,faire,third,indicative,passeSimple,personal,3,il / elle / on,fit,
faire,faire,third,indicative,passeSimple,personal,4,nous,fîmes,
faire,faire,third,indicative,passeSimple,personal,5,vous,fîtes,
faire,faire,third,indicative,passeSimple,personal,6,ils / elles,firent,
faire,faire,third,indicative,futureSimple,personal,1,je,ferai,
faire,faire,third,indicative,futureSimple,personal,2,tu,feras,
faire,faire,third,indicative,futureSimple,personal,3,il / elle / on,fera,
faire,faire,third,indicative,futureSimple,personal,4,nous,ferons,
faire,faire,third,indicative,futureSimple,personal,5,vous,ferez,
faire,faire,third,indicative,futureSimple,personal,6,ils / elles,feront,
faire,faire,third,indicative,futurAnterieur,personal,1,j',aurai fait,
faire,faire,third,indicative,futurAnterieur,personal,2,tu,auras fait,
faire,faire,third,indicative,futurAnterieur,personal,3,il / elle / on,aura fait,
faire,faire,third,indicative,futurAnterieur,personal,4,nous,aurons fait,
faire,faire,third,indicative,futurAnterieur,personal,5,vous,aurez fait,
faire,faire,third,indicative,futurAnterieur,personal,6,ils / elles,auront fait,
faire,faire,third,subjunctive,subjunctivePresent,personal,1,je,fasse,
faire,faire,third,subjunctive,subjunctivePresent,personal,2,tu,fasses,
faire,faire,third,subjunctive,subjunctivePresent,personal,3,il / elle / on,fasse,
faire,faire,third,subjunctive,subjunctivePresent,personal,4,nous,fassions,
faire,faire,third,subjunctive,subjunctivePresent,personal,5,vous,fassiez,
faire,faire,third,subjunctive,subjunctivePresent,personal,6,ils / elles,fassent,
faire,faire,third,subjunctive,subjunctivePast,personal,1,j',aie fait,
faire,faire,third,subjunctive,subjunctivePast,personal,2,tu,aies fait,
faire,faire,third,subjunctive,subjunctivePast,personal,3,il / elle / on,ait fait,
faire,faire,third,subjunctive,subjunctivePast,personal,4,nous,ayons fait,
faire,faire,third,subjunctive,subjunctivePast,personal,5,vous,ayez fait,
faire,faire,third,subjunctive,subjunctivePast,personal,6,ils / elles,aient fait,
faire,faire,third,conditional,conditionalPresent,personal,1,je,ferais,
faire,faire,third,conditional,conditionalPresent,personal,2,tu,ferais,
faire,faire,third,conditional,conditionalPresent,personal,3,il / elle / on,ferait,
faire,faire,third,conditional,conditionalPresent,personal,4,nous,ferions,
faire,faire,third,conditional,conditionalPresent,personal,5,vous,feriez,
faire,faire,third,conditional,conditionalPresent,personal,6,ils / elles,feraient,
faire,faire,third,conditional,conditionalPast,personal,1,j',aurais fait,
faire,faire,third,conditional,conditionalPast,personal,2,tu,aurais fait,
faire,faire,third,conditional,conditionalPast,personal,3,il / elle / on,aurait fait,
faire,faire,third,conditional,conditionalPast,personal,4,nous,aurions fait,
faire,faire,third,conditional,conditionalPast,personal,5,vous,auriez fait,
faire,faire,third,conditional,conditionalPast,personal,6,ils / elles,auraient fait,
faire,faire,third,imperative,imperativePresent,personal,1,tu,fais,
faire,faire,third,imperative,imperativePresent,personal,2,nous,faisons,
faire,faire,third,imperative,imperativePresent,personal,3,vous,faites,
faire,faire,third,participle,presentParticiple,single,1,form,faisant,
faire,faire,third,participle,pastParticiple,single,1,form,fait,
faire,faire,third,infinitive,presentInfinitive,single,1,form,faire,
faire,faire,third,infinitive,pastInfinitive,single,1,form,avoir fait,
faire,faire,third,gerund,presentGerund,single,1,form,en faisant,
faire,faire,third,gerund,pastGerund,single,1,form,en ayant fait,
pouvoir,pouvoir,third,indicative,present,personal,1,je,peux,
pouvoir,pouvoir,third,indicative,present,personal,2,tu,peux,
pouvoir,pouvoir,third,indicative,present,personal,3,il / elle / on,peut,
pouvoir,pouvoir,third,indicative,present,personal,4,nous,pouvons,
pouvoir,pouvoir,third,indicative,present,personal,5,vous,pouvez,
pouvoir,pouvoir,third,indicative,present,personal,6,ils / elles,peuvent,
pouvoir,pouvoir,third,indicative,imperfect,personal,1,je,pouvais,
pouvoir,pouvoir,third,indicative,imperfect,personal,2,tu,pouvais,
pouvoir,pouvoir,third,indicative,imperfect,personal,3,il / elle / on,pouvait,
pouvoir,pouvoir,third,indicative,imperfect,personal,4,nous,pouvions,
pouvoir,pouvoir,third,indicative,imperfect,personal,5,vous,pouviez,
pouvoir,pouvoir,third,indicative,imperfect,personal,6,ils / elles,pouvaient,
pouvoir,pouvoir,third,indicative,passeCompose,personal,1,j',ai pu,
pouvoir,pouvoir,third,indicative,passeCompose,personal,2,tu,as pu,
pouvoir,pouvoir,third,indicative,passeCompose,personal,3,il / elle / on,a pu,
pouvoir,pouvoir,third,indicative,passeCompose,personal,4,nous,avons pu,
pouvoir,pouvoir,third,indicative,passeCompose,personal,5,vous,avez pu,
pouvoir,pouvoir,third,indicative,passeCompose,personal,6,ils / elles,ont pu,
pouvoir,pouvoir,third,indicative,plusQueParfait,personal,1,j',avais pu,
pouvoir,pouvoir,third,indicative,plusQueParfait,personal,2,tu,avais pu,
pouvoir,pouvoir,third,indicative,plusQueParfait,personal,3,il / elle / on,avait pu,
pouvoir,pouvoir,third,indicative,plusQueParfait,personal,4,nous,avions pu,
pouvoir,pouvoir,third,indicative,plusQueParfait,personal,5,vous,aviez pu,
pouvoir,pouvoir,third,indicative,plusQueParfait,personal,6,ils / elles,avaient pu,
pouvoir,pouvoir,third,indicative,passeSimple,personal,1,je,pus,
pouvoir,pouvoir,third,indicative,passeSimple,personal,2,tu,pus,
pouvoir,pouvoir,third,indicative,passeSimple,personal,3,il / elle / on,put,
pouvoir,pouvoir,third,indicative,passeSimple,personal,4,nous,pûmes,
pouvoir,pouvoir,third,indicative,passeSimple,personal,5,vous,pûtes,
pouvoir,pouvoir,third,indicative,passeSimple,personal,6,ils / elles,purent,
pouvoir,pouvoir,third,indicative,futureSimple,personal,1,je,pourrai,
pouvoir,pouvoir,third,indicative,futureSimple,personal,2,tu,pourras,
pouvoir,pouvoir,third,indicative,futureSimple,personal,3,il / elle / on,pourra,
pouvoir,pouvoir,third,indicative,futureSimple,personal,4,nous,pourrons,
pouvoir,pouvoir,third,indicative,futureSimple,personal,5,vous,pourrez,
pouvoir,pouvoir,third,indicative,futureSimple,personal,6,ils / elles,pourront,
pouvoir,pouvoir,third,indicative,futurAnterieur,personal,1,j',aurai pu,
pouvoir,pouvoir,third,indicative,futurAnterieur,personal,2,tu,auras pu,
pouvoir,pouvoir,third,indicative,futurAnterieur,personal,3,il / elle / on,aura pu,
pouvoir,pouvoir,third,indicative,futurAnterieur,personal,4,nous,aurons pu,
pouvoir,pouvoir,third,indicative,futurAnterieur,personal,5,vous,aurez pu,
pouvoir,pouvoir,third,indicative,futurAnterieur,personal,6,ils / elles,auront pu,
pouvoir,pouvoir,third,subjunctive,subjunctivePresent,personal,1,je,puisse,
pouvoir,pouvoir,third,subjunctive,subjunctivePresent,personal,2,tu,puisses,
pouvoir,pouvoir,third,subjunctive,subjunctivePresent,personal,3,il / elle / on,puisse,
pouvoir,pouvoir,third,subjunctive,subjunctivePresent,personal,4,nous,puissions,
pouvoir,pouvoir,third,subjunctive,subjunctivePresent,personal,5,vous,puissiez,
pouvoir,pouvoir,third,subjunctive,subjunctivePresent,personal,6,ils / elles,puissent,
pouvoir,pouvoir,third,subjunctive,subjunctivePast,personal,1,j',aie pu,
pouvoir,pouvoir,third,subjunctive,subjunctivePast,personal,2,tu,aies pu,
pouvoir,pouvoir,third,subjunctive,subjunctivePast,personal,3,il / elle / on,ait pu,
pouvoir,pouvoir,third,subjunctive,subjunctivePast,personal,4,nous,ayons pu,
pouvoir,pouvoir,third,subjunctive,subjunctivePast,personal,5,vous,ayez pu,
pouvoir,pouvoir,third,subjunctive,subjunctivePast,personal,6,ils / elles,aient pu,
pouvoir,pouvoir,third,conditional,conditionalPresent,personal,1,je,pourrais,
pouvoir,pouvoir,third,conditional,conditionalPresent,personal,2,tu,pourrais,
pouvoir,pouvoir,third,conditional,conditionalPresent,personal,3,il / elle / on,pourrait,
pouvoir,pouvoir,third,conditional,conditionalPresent,personal,4,nous,pourrions,
pouvoir,pouvoir,third,conditional,conditionalPresent,personal,5,vous,pourriez,
pouvoir,pouvoir,third,conditional,conditionalPresent,personal,6,ils / elles,pourraient,
pouvoir,pouvoir,third,conditional,conditionalPast,personal,1,j',aurais pu,
pouvoir,pouvoir,third,conditional,conditionalPast,personal,2,tu,aurais pu,
pouvoir,pouvoir,third,conditional,conditionalPast,personal,3,il / elle / on,aurait pu,
pouvoir,pouvoir,third,conditional,conditionalPast,personal,4,nous,aurions pu,
pouvoir,pouvoir,third,conditional,conditionalPast,personal,5,vous,auriez pu,
pouvoir,pouvoir,third,conditional,conditionalPast,personal,6,ils / elles,auraient pu,
pouvoir,pouvoir,third,imperative,imperativePresent,personal,1,tu,(pas usité),
pouvoir,pouvoir,third,imperative,imperativePresent,personal,2,nous,pouvons,
pouvoir,pouvoir,third,imperative,imperativePresent,personal,3,vous,pouvez,
pouvoir,pouvoir,third,participle,presentParticiple,single,1,form,pouvant,
pouvoir,pouvoir,third,participle,pastParticiple,single,1,form,pu,
pouvoir,pouvoir,third,infinitive,presentInfinitive,single,1,form,pouvoir,
pouvoir,pouvoir,third,infinitive,pastInfinitive,single,1,form,avoir pu,
pouvoir,pouvoir,third,gerund,presentGerund,single,1,form,en pouvant,
pouvoir,pouvoir,third,gerund,pastGerund,single,1,form,en ayant pu,
vouloir,vouloir,third,indicative,present,personal,1,je,veux,
vouloir,vouloir,third,indicative,present,personal,2,tu,veux,
vouloir,vouloir,third,indicative,present,personal,3,il / elle / on,veut,
vouloir,vouloir,third,indicative,present,personal,4,nous,voulons,
vouloir,vouloir,third,indicative,present,personal,5,vous,voulez,
vouloir,vouloir,third,indicative,present,personal,6,ils / elles,veulent,
vouloir,vouloir,third,indicative,imperfect,personal,1,je,voulais,
vouloir,vouloir,third,indicative,imperfect,personal,2,tu,voulais,
vouloir,vouloir,third,indicative,imperfect,personal,3,il / elle / on,voulait,
vouloir,vouloir,third,indicative,imperfect,personal,4,nous,voulions,
vouloir,vouloir,third,indicative,imperfect,personal,5,vous,vouliez,
vouloir,vouloir,third,indicative,imperfect,personal,6,ils / elles,voulaient,
vouloir,vouloir,third,indicative,passeCompose,personal,1,j',ai voulu,
vouloir,vouloir,third,indicative,passeCompose,personal,2,tu,as voulu,
vouloir,vouloir,third,indicative,passeCompose,personal,3,il / elle / on,a voulu,
vouloir,vouloir,third,indicative,passeCompose,personal,4,nous,avons voulu,
vouloir,vouloir,third,indicative,passeCompose,personal,5,vous,avez voulu,
vouloir,vouloir,third,indicative,passeCompose,personal,6,ils / elles,ont voulu,
vouloir,vouloir,third,indicative,plusQueParfait,personal,1,j',avais voulu,
vouloir,vouloir,third,indicative,plusQueParfait,personal,2,tu,avais voulu,
vouloir,vouloir,third,indicative,plusQueParfait,personal,3,il / elle / on,avait voulu,
vouloir,vouloir,third,indicative,plusQueParfait,personal,4,nous,avions voulu,
vouloir,vouloir,third,indicative,plusQueParfait,personal,5,vous,aviez voulu,
vouloir,vouloir,third,indicative,plusQueParfait,personal,6,ils / elles,avaient voulu,
vouloir,vouloir,third,indicative,passeSimple,personal,1,je,voulus,
vouloir,vouloir,third,indicative,passeSimple,personal,2,tu,voulus,
vouloir,vouloir,third,indicative,passeSimple,personal,3,il / elle / on,voulut,
vouloir,vouloir,third,indicative,passeSimple,personal,4,nous,voulûmes,
vouloir,vouloir,third,indicative,passeSimple,personal,5,vous,voulûtes,
